MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,TRADUZIONE,96
INFINITIVO,INFINITIVO,PARTICIPIO,PARTICIPIO,GERUNDIO,GERUNDIO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,INDICATIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONGIUNTIVO,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,CONDIZIONALE,IMPERATIVO,IMPERATIVO,IMPERATIVO,IMPERATIVO,IMPERATIVO,FRANCESE,
PRESENTE,PASSATO,PRESENTE,PASSATO,PRESENTE,PASSATO,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,PASSATO REMOTO,PASSATO REMOTO,PASSATO REMOTO,PASSATO REMOTO,PASSATO REMOTO,PASSATO REMOTO,FUTURO SEMPLICE,FUTURO SEMPLICE,FUTURO SEMPLICE,FUTURO SEMPLICE,FUTURO SEMPLICE,FUTURO SEMPLICE,PASSATO PROSSIMO,PASSATO PROSSIMO,PASSATO PROSSIMO,PASSATO PROSSIMO,PASSATO PROSSIMO,PASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO PROSSIMO,TRAPASSATO REMOTO,TRAPASSATO REMOTO,TRAPASSATO REMOTO,TRAPASSATO REMOTO,TRAPASSATO REMOTO,TRAPASSATO REMOTO,FUTURO ANTERIORE,FUTURO ANTERIORE,FUTURO ANTERIORE,FUTURO ANTERIORE,FUTURO ANTERIORE,FUTURO ANTERIORE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,IMPERFETTO,PASSATO,PASSATO,PASSATO,PASSATO,PASSATO,PASSATO,TRAPASSATO,TRAPASSATO,TRAPASSATO,TRAPASSATO,TRAPASSATO,TRAPASSATO,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PASSATO,PASSATO,PASSATO,PASSATO,PASSATO,PASSATO,PRESENTE,PRESENTE,PRESENTE,PRESENTE,PRESENTE,/,
/,/,/,/,/,/,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,IO,TU,LUI/LEI,NOI,VOI,LORO,TU,LUI/LEI,NOI,VOI,LORO,/,
essere,essere stato,essente,stato,essendo,essendo stato,sono,sei,è,siamo,siete,sono,ero,eri,era,eravamo,eravata,erano,fui,fosti,fu,fummo,foste,furono,sarò,sarai,sarà,saremo,sarete,saranno,sono stato,sei stato,è stato,siamo stati,siete stati,sono stati,ero stato,eri stato,era stato,eravamo stati,eravate stati,erano stati,fui stato,fosti stato,fu stato,fummo stati,foste stati,furono stati,sarò stato,sarai stato,sarà stato,saremo stati,sarete stati,saranno stati,sia,sia,sia,siamo,siate,siano,fossi,fossi,fosse,fossimo,foste,fossero,sia stato,sia stato,sia stato,siamo stati,siate stati,siano stati,fossi stato,fossi stato,fosse stato,fossimo stati,foste stati,fossero stati,sarei,saresti,sarebbe,saremmo,sareste,sarebbero,sarei stato,saresti stato,sarebbe stato,saremmo stati,sareste stati,sarebbero stati,sii,sia,siamo,siate,siano,être,
avere,avere avuto,avente,avuto,avendo,avendo avuto,ho,hai,ha,abbiamo,avete,hanno,avevo,avevi,aveva,avevamo,avevate,avevano,ebbi,avesti,ebbe,avemmo,aveste,ebbero,avrò,avrai,avrà,avremo,avrete,avranno,ho avuto,hai avuto,ha avuto,abbiamo avuto,avete avuto,hanno avuto,avevo avuto,avevi avuto,aveva avuto,avevamo avuto,avevate avuto,avevano avuto,ebbi avuto,avesti avuto,ebbe avuto,avemmo avuto,aveste avuto,ebbero avuto,avrò avuto,avrai avuto,avrà avuto,avremo avuto,avrete avuto,avranno avuto,abbia,abbia,abbia,abbiamo,abbiate,abbiano,avessi,avessi,avesse,avessimo,aveste,avessero,abbia avuto,abbia avuto,abbia avuto,abbiamo avuto,abbiate avuto,abbiano avuto,avessi avuto,avessi avuto,avesse avuto,avessimo avuto,aveste avuto,avessero avuto,avrei,avresti,avrebbe,avremmo,avreste,avrebbero,avrei avuto,avresti avuto,avrebbe avuto,avremmo avuto,avreste avuto,avrebbero avuto,abbi,abbia,abbiamo,abbiate,abbiano,avoir,
andare,essere andato,andante,andato,andando,essendo andato,vado,vai,va,andiamo,andate,vanno,andavo,andavi,andava,andavamo,andavate,andavano,andai,andasti,andò,andammo,andaste,andarono,andrò,andrai,andrà,andremo,andrete,andranno,sono andato,sei andato,è andato,siamo andati,siete andati,sono andati,ero andato,eri andato,era andato,eravamo andati,eravate andati,erano andati,fui andato,fosti andato,fu andato,fummo andati,foste andati,furono andati,sarò andato,sarai andato,sarà andato,saremo andati,sarete andati,saranno andati,vada,vada,vada,andiamo,andiate,vadano,andassi,andassi,andasse,andassimo,andaste,andassero,sia andato,sia andato,sia andato,siamo andati,siate andati,siano andati,fossi andato,fossi andato,fosse andato,fossimo andati,foste andati,fossero andati,andrei,andresti,andrebbe,andremmo,andreste,andrebbero,sarei andato,saresti andato,sarebbe andato,saremmo andati,sareste andati,sarebbero andati,va',vada,andiamo,andate,vadano,aller,
fare,avere fatto,facente,fatto,facendo,avendo fatto,faccio,fai,fa,facciamo,fate,fanno,facevo,facevi,faceva,facevamo,facevate,facevano,feci,facesti,fece,facemmo,faceste,fecero,farò,farai,farà,faremo,farete,faranno,ho fatto,hai fatto,ha fatto,abbiamo fatto,avete fatto,hanno fatto,avevo fatto,avevi fatto,aveva fatto,avevamo fatto,avevate fatto,avevano fatto,ebbi fatto,avesti fatto,ebbe fatto,avemmo fatto,aveste fatto,ebbero fatto,avrò fatto,avrai fatto,avrà fatto,avremo fatto,avrete fatto,avranno fatto,faccia,faccia,faccia,facciamo,facciate,facciano,facessi,facessi,facesse,facessimo,faceste,facessero,abbia fatto,abbia fatto,abbia fatto,abbiamo fatto,abbiate fatto,abbiano fatto,avessi fatto,avessi fatto,avesse fatto,avessimo fatto,aveste fatto,avessero fatto,farei,faresti,farebbe,faremmo,fareste,farebbero,avrei fatto,avresti fatto,avrebbe fatto,avremmo fatto,avreste fatto,avrebbero fatto,fa',faccia,facciamo,fate,facciano,faire,
potere,avere potuto,potente,potuto,potendo,avendo potuto,posso,puoi,può,possiamo,potete,possono,potevo,potevi,poteva,potevamo,potevate,potevano,potei,potesti,poté,potemmo,poteste,poterono,potrò,potrai,potrà,potremo,potrete,potranno,ho potuto,hai potuto,ha potuto,abbiamo potuto,avete potuto,hanno potuto,avevo potuto,avevi potuto,aveva potuto,avevamo potuto,avevate potuto,avevano potuto,ebbi potuto,avesti potuto,ebbe potuto,avemmo potuto,aveste potuto,ebbero potuto,avrò potuto,avrai potuto,avrà potuto,avremo potuto,avrete potuto,avranno potuto,possa,possa,possa,possiamo,possiate,possano,potessi,potessi,potesse,potessimo,poteste,potessero,abbia potuto,abbia potuto,abbia potuto,abbiamo potuto,abbiate potuto,abbiano potuto,avessi potuto,avessi potuto,avesse potuto,avessimo potuto,aveste potuto,avessero potuto,potrei,potresti,potrebbe,potremmo,potreste,potrebbero,avrei potuto,avresti potuto,avrebbe potuto,avremmo potuto,avreste potuto,avrebbero potuto,,,,,,pouvoir,
volere,avere voluto,volente,voluto,volendo,avendo voluto,voglio,vuoi,vuole,vogliamo,volete,vogliono,volevo,volevi,voleva,volevamo,volevate,volevano,volli,volesti,volle,volemmo,voleste,vollero,vorrò,vorrai,vorrà,vorremo,vorrete,vorranno,ho voluto,hai voluto,ha voluto,abbiamo voluto,avete voluto,hanno voluto,avevo voluto,avevi voluto,aveva voluto,avevamo voluto,avevate voluto,avevano voluto,ebbi voluto,avesti voluto,ebbe voluto,avemmo voluto,aveste voluto,ebbero voluto,avrò voluto,avrai voluto,avrà voluto,avremo voluto,avrete voluto,avranno voluto,voglia,voglia,voglia,vogliamo,vogliate,vogliano,volessi,volessi,volesse,volessimo,voleste,volessero,abbia voluto,abbia voluto,abbia voluto,abbiamo voluto,abbiate voluto,abbiano voluto,avessi voluto,avessi voluto,avesse voluto,avessimo voluto,aveste voluto,avessero voluto,vorrei,vorresti,vorrebbe,vorremmo,vorreste,vorrebbero,avrei voluto,avresti voluto,avrebbe voluto,avremmo voluto,avreste voluto,avrebbero voluto,vogli,voglia,vogliamo,vogliate,vogliano,vouloir,
venire,essere venuto,veniente,venuto,venendo,essendo venuto,vengo,vieni,viene,veniamo,venite,vengono,venivo,venivi,veniva,venivamo,venivate,venivano,venni,venisti,venne,venimmo,veniste,vennero,verrò,verrai,verrà,verremo,verrete,verranno,sono venuto,sei venuto,è venuto,siamo venuti,siete venuti,sono venuti,ero venuto,eri venuto,era venuto,eravamo venuti,eravate venuti,erano venuti,fui venuto,fosti venuto,fu venuto,fummo venuti,foste venuti,furono venuti,sarò venuto,sarai venuto,sarà venuto,saremo venuti,sarete venuti,saranno venuti,venga,venga,venga,veniamo,veniate,vengano,venissi,venissi,venisse,venissimo,veniste,venissero,sia venuto,sia venuto,sia venuto,siamo venuti,siate venuti,siano venuti,fossi venuto,fossi venuto,fosse venuto,fossimo venuti,foste venuti,fossero venuti,verrei,verresti,verrebbe,verremmo,verreste,verrebbero,sarei venuto,saresti venuto,sarebbe venuto,saremmo venuti,sareste venuti,sarebbero venuti,vieni,venga,veniamo,venite,vengano,venir,
dovere,avere dovuto,dovente,dovuto,dovendo,avendo dovuto,devo,devi,deve,dobbiamo,dovete,devono,dovevo,dovevi,doveva,dovevamo,dovevate,dovevano,dovetti,dovesti,dovette,dovemmo,doveste,dovettero,dovrò,dovrai,dovrà,dovremo,dovrete,dovranno,ho dovuto,hai dovuto,ha dovuto,abbiamo dovuto,avete dovuto,hanno dovuto,avevo dovuto,avevi dovuto,aveva dovuto,avevamo dovuto,avevate dovuto,avevano dovuto,ebbi dovuto,avesti dovuto,ebbe dovuto,avemmo dovuto,aveste dovuto,ebbero dovuto,avrò dovuto,avrai dovuto,avrà dovuto,avremo dovuto,avrete dovuto,avranno dovuto,debba,debba,debba,dobbiamo,dobbiate,debbano,dovessi,dovessi,dovesse,dovessimo,doveste,dovessero,abbia dovuto,abbia dovuto,abbia dovuto,abbiamo dovuto,abbiate dovuto,abbiano dovuto,avessi dovuto,avessi dovuto,avesse dovuto,avessimo dovuto,aveste dovuto,avessero dovuto,dovrei,dovresti,dovrebbe,dovremmo,dovreste,dovrebbero,avrei dovuto,avresti dovuto,avrebbe dovuto,avremmo dovuto,avreste dovuto,avrebbero dovuto,,,,,,devoir,
dare,avere dato,dante,dato,dando,avendo dato,do,dai,dà,diamo,date,danno,davo,davi,dava,davamo,davate,davano,diedi,desti,diede,demmo,deste,diedero,darò,darai,darà,daremo,darete,daranno,ho dato,hai dato,ha dato,abbiamo dato,avete dato,hanno dato,avevo dato,avevi dato,aveva dato,avevamo dato,avevate dato,avevano dato,ebbi dato,avesti dato,ebbe dato,avemmo dato,aveste dato,ebbero dato,avrò dato,avrai dato,avrà dato,avremo dato,avrete dato,avranno dato,dia,dia,dia,diamo,diate,diano,dessi,dessi,desse,dessimo,deste,dessero,abbia dato,abbia dato,abbia dato,abbiamo dato,abbiate dato,abbiano dato,avessi dato,avessi dato,avesse dato,avessimo dato,aveste dato,avessero dato,darei,daresti,darebbe,daremmo,dareste,darebbero,avrei dato,avresti dato,avrebbe dato,avremmo dato,avreste dato,avrebbero dato,da',dia,diamo,date,diano,donner,
stare,essere stato,stante,stato,stando,essendo stato,sto,stai,sta,stiamo,state,stanno,stavo,stavi,stava,stavamo,stavate,stavano,stetti,stesti,stette,stemmo,steste,stettero,starò,starai,starà,staremo,starete,staranno,sono stato,sei stato,è stato,siamo stati,siete stati,sono stati,ero stato,eri stato,era stato,eravamo stati,eravate stati,erano stati,fui stato,fosti stato,fu stato,fummo stati,foste stati,furono stati,sarò stato,sarai stato,sarà stato,saremo stati,sarete stati,saranno stati,stia,stia,stia,stiamo,stiate,stiano,stessi,stessi,stesse,stessimo,steste,stessero,sia stato,sia stato,sia stato,siamo stati,siate stati,siano stati,fossi stato,fossi stato,fosse stato,fossimo stati,foste stati,fossero stati,starei,staresti,starebbe,staremmo,stareste,starebbero,sarei stato,saresti stato,sarebbe stato,saremmo stati,sareste stati,sarebbero stati,sta',stia,stiamo,state,stiano,rester,
dire,avere detto,dicente,detto,dicendo,avendo detto,dico,dici,dice,diciamo,dite,dicono,dicevo,dicevi,diceva,dicevamo,dicevate,dicevano,dissi,dicesti,disse,dicemmo,diceste,dissero,dirò,dirai,dirà,diremo,direte,diranno,ho detto,hai detto,ha detto,abbiamo detto,avete detto,hanno detto,avevo detto,avevi detto,aveva detto,avevamo detto,avevate detto,avevano detto,ebbi detto,avesti detto,ebbe detto,avemmo detto,aveste detto,ebbero detto,avrò detto,avrai detto,avrà detto,avremo detto,avrete detto,avranno detto,dica,dica,dica,diciamo,diciate,dicano,dicessi,dicessi,dicesse,dicessimo,diceste,dicessero,abbia detto,abbia detto,abbia detto,abbiamo detto,abbiate detto,abbiano detto,avessi detto,avessi detto,avesse detto,avessimo detto,aveste detto,avessero detto,direi,diresti,direbbe,diremmo,direste,direbbero,avrei detto,avresti detto,avrebbe detto,avremmo detto,avreste detto,avrebbero detto,di',dica,diciamo,dite,dicano,dire,
vedere,avere visto,vedente,visto,vedendo,avendo visto,vedo,vedi,vede,vediamo,vedete,vedono,vedevo,vedevi,vedeva,vedevamo,vedevate,vedevano,vidi,vedesti,vide,vedemmo,vedeste,videro,vedrò,vedrai,vedrà,vedremo,vedrete,vedranno,ho visto,hai visto,ha visto,abbiamo visto,avete visto,hanno visto,avevo visto,avevi visto,aveva visto,avevamo visto,avevate visto,avevano visto,ebbi visto,avesti visto,ebbe visto,avemmo visto,aveste visto,ebbero visto,avrò visto,avrai visto,avrà visto,avremo visto,avrete visto,avranno visto,veda,veda,veda,vediamo,vediate,vedano,vedessi,vedessi,vedesse,vedessimo,vedeste,vedessero,abbia visto,abbia visto,abbia visto,abbiamo visto,abbiate visto,abbiano visto,avessi visto,avessi visto,avesse visto,avessimo visto,aveste visto,avessero visto,vedrei,vedresti,vedrebbe,vedremmo,vedreste,vedrebbero,avrei visto,avresti visto,avrebbe visto,avremmo visto,avreste visto,avrebbero visto,vedi,veda,vediamo,vedete,vedano,voir,
sapere,avere saputo,sapente,saputo,sapendo,avendo saputo,so,sai,sa,sappiamo,sapete,sanno,sapevo,sapevi,sapeva,sapevamo,sapevate,sapevano,seppi,sapesti,seppe,sapemmo,sapeste,seppero,saprò,saprai,saprà,sapremo,saprete,sapranno,ho saputo,hai saputo,ha saputo,abbiamo saputo,avete saputo,hanno saputo,avevo saputo,avevi saputo,aveva saputo,avevamo saputo,avevate saputo,avevano saputo,ebbi saputo,avesti saputo,ebbe saputo,avemmo saputo,aveste saputo,ebbero saputo,avrò saputo,avrai saputo,avrà saputo,avremo saputo,avrete saputo,avranno saputo,sappia,sappia,sappia,sappiamo,sappiate,sappiano,sapessi,sapessi,sapesse,sapessimo,sapeste,sapessero,abbia saputo,abbia saputo,abbia saputo,abbiamo saputo,abbiate saputo,abbiano saputo,avessi saputo,avessi saputo,avesse saputo,avessimo saputo,aveste saputo,avessero saputo,saprei,sapresti,saprebbe,sapremmo,sapreste,saprebbero,avrei saputo,avresti saputo,avrebbe saputo,avremmo saputo,avreste saputo,avrebbero saputo,sappi,sappia,sappiamo,sappiate,sappiano,savoir,
prendere,avere preso,prendente,preso,prendendo,avendo preso,prendo,prendi,prende,prendiamo,prendete,prendono,prendevo,prendevi,prendeva,prendevamo,prendevate,prendevano,presi,prendesti,prese,prendemmo,prendeste,presero,prenderò,prenderai,prenderà,prenderemo,prenderete,prenderanno,ho preso,hai preso,ha preso,abbiamo preso,avete preso,hanno preso,avevo preso,avevi preso,aveva preso,avevamo preso,avevate preso,avevano preso,ebbi preso,avesti preso,ebbe preso,avemmo preso,aveste preso,ebbero preso,avrò preso,avrai preso,avrà preso,avremo preso,avrete preso,avranno preso,prenda,prenda,prenda,prendiamo,prendiate,prendano,prendessi,prendessi,prendesse,prendessimo,prendeste,prendessero,abbia preso,abbia preso,abbia preso,abbiamo preso,abbiate preso,abbiano preso,avessi preso,avessi preso,avesse preso,avessimo preso,aveste preso,avessero preso,prenderei,prenderesti,prenderebbe,prenderemmo,prendereste,prenderebbero,avrei preso,avresti preso,avrebbe preso,avremmo preso,avreste preso,avrebbero preso,prendi,prenda,prendiamo,prendete,prendano,prendre,
uscire,essere uscito,uscente,uscito,uscendo,essendo uscito,esco,esci,esce,usciamo,uscite,escono,uscivo,uscivi,usciva,uscivamo,uscivate,uscivano,uscii,uscisti,uscì,uscimmo,usciste,uscirono,uscirò,uscirai,uscirà,usciremo,uscirete,usciranno,sono uscito,sei uscito,è uscito,siamo usciti,siete usciti,sono usciti,ero uscito,eri uscito,era uscito,eravamo usciti,eravate usciti,erano usciti,fui uscito,fosti uscito,fu uscito,fummo usciti,foste usciti,furono usciti,sarò uscito,sarai uscito,sarà uscito,saremo usciti,sarete usciti,saranno usciti,esca,esca,esca,usciamo,usciate,escano,uscissi,uscissi,uscisse,uscissimo,usciste,uscissero,sia uscito,sia uscito,sia uscito,siamo usciti,siate usciti,siano usciti,fossi uscito,fossi uscito,fosse uscito,fossimo usciti,foste usciti,fossero usciti,uscirei,usciresti,uscirebbe,usciremmo,uscireste,uscirebbero,sarei uscito,saresti uscito,sarebbe uscito,saremmo usciti,sareste usciti,sarebbero usciti,esci,esca,usciamo,uscite,escano,sortir,
mangiare,avere mangiato,mangiante,mangiato,mangiando,avendo mangiato,mangio,mangi,mangia,mangiamo,mangiate,mangiano,mangiavo,mangiavi,mangiava,mangiavamo,mangiavate,mangiavano,mangiai,mangiasti,mangiò,mangiammo,mangiaste,mangiarono,mangerò,mangerai,mangerà,mangeremo,mangerete,mangeranno,ho mangiato,hai mangiato,ha mangiato,abbiamo mangiato,avete mangiato,hanno mangiato,avevo mangiato,avevi mangiato,aveva mangiato,avevamo mangiato,avevate mangiato,avevano mangiato,ebbi mangiato,avesti mangiato,ebbe mangiato,avemmo mangiato,aveste mangiato,ebbero mangiato,avrò mangiato,avrai mangiato,avrà mangiato,avremo mangiato,avrete mangiato,avranno mangiato,mangi,mangi,mangi,mangiamo,mangiate,mangino,mangiassi,mangiassi,mangiasse,mangiassimo,mangiaste,mangiassero,abbia mangiato,abbia mangiato,abbia mangiato,abbiamo mangiato,abbiate mangiato,abbiano mangiato,avessi mangiato,avessi mangiato,avesse mangiato,avessimo mangiato,aveste mangiato,avessero mangiato,mangerei,mangeresti,mangerebbe,mangeremmo,mangereste,mangerebbero,avrei mangiato,avresti mangiato,avesse mangiato,avessimo mangiato,aveste mangiato,avessero mangiato,mangia,mangi,mangiamo,mangiate,mangino,manger,
parlare,avere parlato,parlante,parlato,parlando,avendo parlato,parlo,parli,parla,parliamo,parlate,parlano,parlavo,parlavi,parlava,parlavamo,parlavate,parlavano,parlai,parlasti,parlò,parlammo,parlaste,parlarono,parlerò,parlerai,parlerà,parleremo,parlerete,parleranno,ho parlato,hai parlato,ha parlato,abbiamo parlato,avete parlato,hanno parlato,avevo parlato,avevi parlato,aveva parlato,avevamo parlato,avevate parlato,avevano parlato,ebbi parlato,avesti parlato,ebbe parlato,avemmo parlato,aveste parlato,ebbero parlato,avrò parlato,avrai parlato,avrà parlato,avremo parlato,avrete parlato,avranno parlato,parli,parli,parli,parliamo,parliate,parlino,parlassi,parlassi,parlasse,parlassimo,parlaste,parlassero,abbia parlato,abbia parlato,abbia parlato,abbiamo parlato,abbiate parlato,abbiano parlato,avessi parlato,avessi parlato,avesse parlato,avessimo parlato,aveste parlato,avessero parlato,parlerei,parleresti,parlerebbe,parleremmo,parlereste,parlerebbero,avrei parlato,avresti parlato,avrebbe parlato,avremmo parlato,avreste parlato,avrebbero parlato,parla,parli,parliamo,parlate,parlino,parler,
piacere,essere piaciuto,piacente,piaciuto,piacendo,essendo piaciuto,piaccio,piaci,piace,piacciamo,piacete,piacciono,piacevo,piacevi,piaceva,piacevamo,piacevate,piacevano,piacqui,piacesti,piacque,piacemmo,piaceste,piacquero,piacerò,piacerai,piacerà,piaceremo,piacerete,piaceranno,sono piaciuto,sei piaciuto,è piaciuto,siamo piaciuti,siete piaciuti,sono piaciuti,ero piaciuto,eri piaciuto,era piaciuto,eravamo piaciuti,eravate piaciuti,erano piaciuti,fui piaciuto,fosti piaciuto,fu piaciuto,fummo piaciuti,foste piaciuti,furono piaciuti,sarò piaciuto,sarai piaciuto,sarà piaciuto,saremo piaciuti,sarete piaciuti,saranno piaciuti,piaccia,piaccia,piaccia,piacciamo,piacciate,piacciano,piacessi,piacessi,piacesse,piacessimo,piaceste,piacessero,sia piaciuto,sia piaciuto,sia piaciuto,siamo piaciuti,siate piaciuti,siano piaciuti,fossi piaciuto,fossi piaciuto,fosse piaciuto,fossimo piaciuti,foste piaciuti,fossero piaciuti,piacerei,piaceresti,piacerebbe,piaceremmo,piacereste,piacerebbero,sarei piaciuto,saresti piaciuto,sarebbe piaciuto,saremmo piaciuti,sareste piaciuti,sarebbero piaciuti,piaci,piaccia,piacciamo,piacete,piacciano,plaire,
