MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO INDEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,MODO DEFINITO,TRADUZIONE,96
finire,avere finito,finente,finito,finendo,avendo finito,finisco,finisci,finisce,finiamo,finite,finiscono,finivo,finivi,finiva,finivamo,finivate,finivano,finii,finisti,finì,finimmo,finiste,finirono,finirò,finirai,finirà,finiremo,finirete,finiranno,ho finito,hai finito,ha finito,abbiamo finito,avete finito,hanno finito,avevo finito,avevi finito,aveva finito,avevamo finito,avevate finito,avevano finito,ebbi finito,avesti finito,ebbe finito,avemmo finito,aveste finito,ebbero finito,avrò finito,avrai finito,avrà finito,avremo finito,avrete finito,avranno finito,finisca,finisca,finisca,finiamo,finiate,finiscano,finissi,finissi,finisse,finissimo,finiste,finissero,abbia finito,abbia finito,abbia finito,abbiamo finito,abbiate finito,abbiano finito,avessi finito,avessi finito,avesse finito,avessimo finito,aveste finito,avessero finito,finirei,finiresti,finirebbe,finiremmo,finireste,finirebbero,avrei finito,avresti finito,avrebbe finito,avremmo finito,avreste finito,avrebbero finito,finisci,finisca,finiamo,finite,finiscano,finir,
capire,avere capito,capiente,capito,capendo,avendo capito,capisco,capisci,capisce,capiamo,capite,capiscono,capivo,capivi,capiva,capivamo,capivate,capivano,capii,capisti,capì,capimmo,capiste,capirono,capirò,capirai,capirà,capiremo,capirete,capiranno,ho capito,hai capito,ha capito,abbiamo capito,avete capito,hanno capito,avevo capito,avevi capito,aveva capito,avevamo capito,avevate capito,avevano capito,ebbi capito,avesti capito,ebbe capito,avemmo capito,aveste capito,ebbero capito,avrò capito,avrai capito,avrà capito,avremo capito,avrete capito,avranno capito,capisca,capisca,capisca,capiamo,capiate,capiscano,capissi,capissi,capisse,capissimo,capiste,capissero,abbia capito,abbia capito,abbia capito,abbiamo capito,abbiate capito,abbiano capito,avessi capito,avessi capito,avesse capito,avessimo capito,aveste capito,avessero capito,capirei,capiresti,capirebbe,capiremmo,capireste,capirebbero,avrei capito,avresti capito,avrebbe capito,avremmo capito,avreste capito,avrebbero capito,capisci,capisca,capiamo,capite,capiscano,comprendre,
leggere,avere letto,leggente,letto,leggendo,avendo letto,leggo,leggi,legge,leggiamo,leggete,leggono,leggevo,leggevi,leggeva,leggevamo,leggevate,leggevano,lessi,leggesti,lesse,leggemmo,leggeste,lessero,leggerò,leggerai,leggerà,leggeremo,leggerete,leggeranno,ho letto,hai letto,ha letto,abbiamo letto,avete letto,hanno letto,avevo letto,avevi letto,aveva letto,avevamo letto,avevate letto,avevano letto,ebbi letto,avesti letto,ebbe letto,avemmo letto,aveste letto,ebbero letto,avrò letto,avrai letto,avrà letto,avremo letto,avrete letto,avranno letto,legga,legga,legga,leggiamo,leggiate,leggano,leggessi,leggessi,leggesse,leggessimo,leggeste,leggessero,abbia letto,abbia letto,abbia letto,abbiamo letto,abbiate letto,abbiano letto,avessi letto,avessi letto,avesse letto,avessimo letto,aveste letto,avessero letto,leggerei,leggeresti,leggerebbe,leggeremmo,leggereste,leggerebbero,avrei letto,avresti letto,avrebbe letto,avremmo letto,avreste letto,avrebbero letto,leggi,legga,leggiamo,leggete,leggano,lire,
bere,avere bevuto,bevente,bevuto,bevendo,avendo bevuto,bevo,bevi,beve,beviamo,bevete,bevono,bevevo,bevevi,beveva,bevevamo,bevevate,bevevano,bevvi,bevesti,bevve,bevemmo,beveste,bevvero,berrò,berrai,berrà,berremo,berrete,berranno,ho bevuto,hai bevuto,ha bevuto,abbiamo bevuto,avete bevuto,hanno bevuto,avevo bevuto,avevi bevuto,aveva bevuto,avevamo bevuto,avevate bevuto,avevano bevuto,ebbi bevuto,avesti bevuto,ebbe bevuto,avemmo bevuto,aveste bevuto,ebbero bevuto,avrò bevuto,avrai bevuto,avrà bevuto,avremo bevuto,avrete bevuto,avranno bevuto,beva,beva,beva,beviamo,beviate,bevano,bevessi,bevessi,bevesse,bevessimo,beveste,bevessero,abbia bevuto,abbia bevuto,abbia bevuto,abbiamo bevuto,abbiate bevuto,abbiano bevuto,avessi bevuto,avessi bevuto,avesse bevuto,avessimo bevuto,aveste bevuto,avessero bevuto,berrei,berresti,berrebbe,berremmo,berreste,berrebbero,avrei bevuto,avresti bevuto,avrebbe bevuto,avremmo bevuto,avreste bevuto,avrebbero bevuto,bevi,beva,beviamo,bevete,bevano,boire,
arrivare,essere arrivato,arrivante,arrivato,arrivando,essendo arrivato,arrivo,arrivi,arriva,arriviamo,arrivate,arrivano,arrivavo,arrivavi,arrivava,arrivavamo,arrivavate,arrivavano,arrivai,arrivasti,arrivò,arrivammo,arrivaste,arrivarono,arriverò,arriverai,arriverà,arriveremo,arriverete,arriveranno,sono arrivato,sei arrivato,è arrivato,siamo arrivati,siete arrivati,sono arrivati,ero arrivato,eri arrivato,era arrivato,eravamo arrivati,eravate arrivati,erano arrivati,fui arrivato,fosti arrivato,fu arrivato,fummo arrivati,foste arrivati,furono arrivati,sarò arrivato,sarai arrivato,sarà arrivato,saremo arrivati,sarete arrivati,saranno arrivati,arrivi,arrivi,arrivi,arriviamo,arriviate,arrivino,arrivassi,arrivassi,arrivasse,arrivassimo,arrivaste,arrivassero,sia arrivato,sia arrivato,sia arrivato,siamo arrivati,siate arrivati,siano arrivati,fossi arrivato,fossi arrivato,fosse arrivato,fossimo arrivati,foste arrivati,fossero arrivati,arriverei,arriveresti,arriverebbe,arriveremmo,arrivereste,arriverebbero,sarei arrivato,saresti arrivato,sarebbe arrivato,saremmo arrivati,sareste arrivati,sarebbero arrivati,arriva,arrivi,arriviamo,arrivate,arrivino,arriver,
mettere,avere messo,mettente,messo,mettendo,avendo messo,metto,metti,mette,mettiamo,mettete,mettono,mettevo,mettevi,metteva,mettevamo,mettevate,mettevano,misi,mettesti,mise,mettemmo,metteste,misero,metterò,metterai,metterà,metteremo,metterete,metteranno,ho messo,hai messo,ha messo,abbiamo messo,avete messo,hanno messo,avevo messo,avevi messo,aveva messo,avevamo messo,avevate messo,avevano messo,ebbi messo,avesti messo,ebbe messo,avemmo messo,aveste messo,ebbero messo,avrò messo,avrai messo,avrà messo,avremo messo,avrete messo,avranno messo,metta,metta,metta,mettiamo,mettiate,mettano,mettessi,mettessi,mettesse,mettessimo,metteste,mettessero,abbia messo,abbia messo,abbia messo,abbiamo messo,abbiate messo,abbiano messo,avessi messo,avessi messo,avesse messo,avessimo messo,aveste messo,avessero messo,metterei,metteresti,metterebbe,metteremmo,mettereste,metterebbero,avrei messo,avresti messo,avrebbe messo,avremmo messo,avreste messo,avrebbero messo,metti,metta,mettiamo,mettete,mettano,mettre,
rimanere,essere rimasto,rimanente,rimasto,rimanendo,essendo rimasto,rimango,rimani,rimane,rimaniamo,rimanete,rimangono,rimanevo,rimanevi,rimaneva,rimanevamo,rimanevate,rimanevano,rimasi,rimanesti,rimase,rimanemmo,rimaneste,rimasero,rimarrò,rimarrai,rimarrà,rimarremo,rimarrete,rimarranno,sono rimasto,sei rimasto,è rimasto,siamo rimasti,siete rimasti,sono rimasti,ero rimasto,eri rimasto,era rimasto,eravamo rimasti,eravate rimasti,erano rimasti,fui rimasto,fosti rimasto,fu rimasto,fummo rimasti,foste rimasti,furono rimasti,sarò rimasto,sarai rimasto,sarà rimasto,saremo rimasti,sarete rimasti,saranno rimasti,rimanga,rimanga,rimanga,rimaniamo,rimaniate,rimangano,rimanessi,rimanessi,rimanesse,rimanessimo,rimaneste,rimanessero,sia rimasto,sia rimasto,sia rimasto,siamo rimasti,siate rimasti,siano rimasti,fossi rimasto,fossi rimasto,fosse rimasto,fossimo rimasti,foste rimasti,fossero rimasti,rimarrei,rimarresti,rimarrebbe,rimarremmo,rimarreste,rimarrebbero,sarei rimasto,saresti rimasto,sarebbe rimasto,saremmo rimasti,sareste rimasti,sarebbero rimasti,rimani,rimanga,rimaniamo,rimanete,rimangano,rester,
partire,essere partito,partente,partito,partendo,essendo partito,parto,parti,parte,partiamo,partite,partono,partivo,partivi,partiva,partivamo,partivate,partivano,partii,partisti,partì,partimmo,partiste,partirono,partirò,partirai,partirà,partiremo,partirete,partiranno,sono partito,sei partito,è partito,siamo partiti,siete partiti,sono partiti,ero partito,eri partito,era partito,eravamo partiti,eravate partiti,erano partiti,fui partito,fosti partito,fu partito,fummo partiti,foste partiti,furono partiti,sarò partito,sarai partito,sarà partito,saremo partiti,sarete partiti,saranno partiti,parta,parta,parta,partiamo,partiate,partano,partissi,partissi,partisse,partissimo,partiste,partissero,sia partito,sia partito,sia partito,siamo partiti,siate partiti,siano partiti,fossi partito,fossi partito,fosse partito,fossimo partiti,foste partiti,fossero partiti,partirei,partiresti,partirebbe,partiremmo,partireste,partirebbero,sarei partito,saresti partito,sarebbe partito,saremmo partiti,sareste partiti,sarebbero partiti,parti,parta,partiamo,partite,partano,partir,
amare,avere amato,amante,amato,amando,avendo amato,amo,ami,ama,amiamo,amate,amano,amavo,amavi,amava,amavamo,amavate,amavano,amai,amasti,amò,amammo,amaste,amarono,amerò,amerai,amerà,ameremo,amerete,ameranno,ho amato,hai amato,ha amato,abbiamo amato,avete amato,hanno amato,avevo amato,avevi amato,aveva amato,avevamo amato,avevate amato,avevano amato,ebbi amato,avesti amato,ebbe amato,avemmo amato,aveste amato,ebbero amato,avrò amato,avrai amato,avrà amato,avremo amato,avrete amato,avranno amato,ami,ami,ami,amiamo,amiate,amino,amassi,amassi,amasse,amassimo,amaste,amassero,abbia amato,abbia amato,abbia amato,abbiamo amato,abbiate amato,abbiano amato,avessi amato,avessi amato,avesse amato,avessimo amato,aveste amato,avessero amato,amerei,ameresti,amerebbe,ameremmo,amereste,amerebbero,avrei amato,avresti amato,avrebbe amato,avremmo amato,avreste amato,avrebbero amato,ama,ami,amiamo,amate,amino,aimer,
vivere,avere vissuto,vivente,vissuto,vivendo,avendo vissuto,vivo,vivi,vive,viviamo,vivete,vivono,vivevo,vivevi,viveva,vivevamo,vivevate,vivevano,vissi,vivesti,visse,vivemmo,viveste,vissero,vivrò,vivrai,vivrà,vivremo,vivrete,vivranno,ho vissuto,hai vissuto,ha vissuto,abbiamo vissuto,avete vissuto,hanno vissuto,avevo vissuto,avevi vissuto,aveva vissuto,avevamo vissuto,avevate vissuto,avevano vissuto,ebbi vissuto,avesti vissuto,ebbe vissuto,avemmo vissuto,aveste vissuto,ebbero vissuto,avrò vissuto,avrai vissuto,avrà vissuto,avremo vissuto,avrete vissuto,avranno vissuto,viva,viva,viva,viviamo,viviate,vivano,vivessi,vivessi,vivesse,vivessimo,viveste,vivessero,abbia vissuto,abbia vissuto,abbia vissuto,abbiamo vissuto,abbiate vissuto,abbiano vissuto,avessi vissuto,avessi vissuto,avesse vissuto,avessimo vissuto,aveste vissuto,avessero vissuto,vivrei,vivresti,vivrebbe,vivremmo,vivreste,vivrebbero,avrei vissuto,avresti vissuto,avrebbe vissuto,avremmo vissuto,avreste vissuto,avrebbero vissuto,vivi,viva,viviamo,vivete,vivano,vivre,
dormire,avere dormito,dormente,dormito,dormendo,avendo dormito,dormo,dormi,dorme,dormiamo,dormite,dormono,dormivo,dormivi,dormiva,dormivamo,dormivate,dormivano,dormii,dormisti,dormì,dormimmo,dormiste,dormirono,dormirò,dormirai,dormirà,dormiremo,dormirete,dormiranno,ho dormito,hai dormito,ha dormito,abbiamo dormito,avete dormito,hanno dormito,avevo dormito,avevi dormito,aveva dormito,avevamo dormito,avevate dormito,avevano dormito,ebbi dormito,avesti dormito,ebbe dormito,avemmo dormito,aveste dormito,ebbero dormito,avrò dormito,avrai dormito,avrà dormito,avremo dormito,avrete dormito,avranno dormito,dorma,dorma,dorma,dormiamo,dormiate,dormano,dormissi,dormissi,dormisse,dormissimo,dormiste,dormissero,abbia dormito,abbia dormito,abbia dormito,abbiamo dormito,abbiate dormito,abbiano dormito,avessi dormito,avessi dormito,avesse dormito,avessimo dormito,aveste dormito,avessero dormito,dormirei,dormiresti,dormirebbe,dormiremmo,dormireste,dormirebbero,avrei dormito,avresti dormito,avrebbe dormito,avremmo dormito,avreste dormito,avrebbero dormito,dormi,dorma,dormiamo,dormite,dormano,dormir,
scrivere,avere scritto,scrivente,scritto,scrivendo,avendo scritto,scrivo,scrivi,scrive,scriviamo,scrivete,scrivono,scrivevo,scrivevi,scriveva,scrivevamo,scrivevate,scrivevano,scrissi,scrivesti,scrisse,scrivemmo,scriveste,scrissero,scriverò,scriverai,scriverà,scriveremo,scriverete,scriveranno,ho scritto,hai scritto,ha scritto,abbiamo scritto,avete scritto,hanno scritto,avevo scritto,avevi scritto,aveva scritto,avevamo scritto,avevate scritto,avevano scritto,ebbi scritto,avesti scritto,ebbe scritto,avemmo scritto,aveste scritto,ebbero scritto,avrò scritto,avrai scritto,avrà scritto,avremo scritto,avrete scritto,avranno scritto,scriva,scriva,scriva,scriviamo,scriviate,scrivano,scrivessi,scrivessi,scrivesse,scrivessimo,scriveste,scrivessero,abbia scritto,abbia scritto,abbia scritto,abbiamo scritto,abbiate scritto,abbiano scritto,avessi scritto,avessi scritto,avesse scritto,avessimo scritto,aveste scritto,avessero scritto,scriverei,scriveresti,scriverebbe,scriveremmo,scrivereste,scriverebbero,avrei scritto,avresti scritto,avrebbe scritto,avremmo scritto,avreste scritto,avrebbero scritto,scrivi,scriva,scriviamo,scrivete,scrivano,écrire,
conoscere,avere conosciuto,conoscente,conosciuto,conoscendo,avendo conosciuto,conosco,conosci,conosce,conosciamo,conoscete,conoscono,conoscevo,conoscevi,conosceva,conoscevamo,conoscevate,conoscevano,conobbi,conoscesti,conobbe,conoscemmo,conosceste,conobbero,conoscerò,conoscerai,conoscerà,conosceremo,conoscerete,conosceranno,ho conosciuto,hai conosciuto,ha conosciuto,abbiamo conosciuto,avete conosciuto,hanno conosciuto,avevo conosciuto,avevi conosciuto,aveva conosciuto,avevamo conosciuto,avevate conosciuto,avevano conosciuto,ebbi conosciuto,avesti conosciuto,ebbe conosciuto,avemmo conosciuto,aveste conosciuto,ebbero conosciuto,avrò conosciuto,avrai conosciuto,avrà conosciuto,avremo conosciuto,avrete conosciuto,avranno conosciuto,conosca,conosca,conosca,conosciamo,conosciate,conoscano,conoscessi,conoscessi,conoscesse,conoscessimo,conosceste,conoscessero,abbia conosciuto,abbia conosciuto,abbia conosciuto,abbiamo conosciuto,abbiate conosciuto,abbiano conosciuto,avessi conosciuto,avessi conosciuto,avesse conosciuto,avessimo conosciuto,aveste conosciuto,avessero conosciuto,conoscerei,conosceresti,conoscerebbe,conosceremmo,conoscereste,conoscerebbero,avrei conosciuto,avresti conosciuto,avrebbe conosciuto,avremmo conosciuto,avreste conosciuto,avrebbero conosciuto,conosci,conosca,conosciamo,conoscete,conoscano,connaître,
sentire,avere sentito,sentente,sentito,sentendo,avendo sentito,sento,senti,sente,sentiamo,sentite,sentono,sentivo,sentivi,sentiva,sentivamo,sentivate,sentivano,sentii,sentisti,sentì,sentimmo,sentiste,sentirono,sentirò,sentirai,sentirà,sentiremo,sentirete,sentiranno,ho sentito,hai sentito,ha sentito,abbiamo sentito,avete sentito,hanno sentito,avevo sentito,avevi sentito,aveva sentito,avevamo sentito,avevate sentito,avevano sentito,ebbi sentito,avesti sentito,ebbe sentito,avemmo sentito,aveste sentito,ebbero sentito,avrò sentito,avrai sentito,avrà sentito,avremo sentito,avrete sentito,avranno sentito,senta,senta,senta,sentiamo,sentiate,sentano,sentissi,sentissi,sentisse,sentissimo,sentiste,sentissero,abbia sentito,abbia sentito,abbia sentito,abbiamo sentito,abbiate sentito,abbiano sentito,avessi sentito,avessi sentito,avesse sentito,avessimo sentito,aveste sentito,avessero sentito,sentirei,sentiresti,sentirebbe,sentiremmo,sentireste,sentirebbero,avrei sentito,avresti sentito,avrebbe sentito,avremmo sentito,avreste sentito,avrebbero sentito,senti,senta,sentiamo,sentite,sentano,sentir,
chiedere,avere chiesto,chiedente,chiesto,chiedendo,avendo chiesto,chiedo,chiedi,chiede,chiediamo,chiedete,chiedono,chiedevo,chiedevi,chiedeva,chiedevamo,chiedevate,chiedevano,chiesi,chiedesti,chiese,chiedemmo,chiedeste,chiesero,chiederò,chiederai,chiederà,chiederemo,chiederete,chiederanno,ho chiesto,hai chiesto,ha chiesto,abbiamo chiesto,avete chiesto,hanno chiesto,avevo chiesto,avevi chiesto,aveva chiesto,avevamo chiesto,avevate chiesto,avevano chiesto,ebbi chiesto,avesti chiesto,ebbe chiesto,avemmo chiesto,aveste chiesto,ebbero chiesto,avrò chiesto,avrai chiesto,avrà chiesto,avremo chiesto,avrete chiesto,avranno chiesto,chieda,chieda,chieda,chiediamo,chiediate,chiedano,chiedessi,chiedessi,chiedesse,chiedessimo,chiedeste,chiedessero,abbia chiesto,abbia chiesto,abbia chiesto,abbiamo chiesto,abbiate chiesto,abbiano chiesto,avessi chiesto,avessi chiesto,avesse chiesto,avessimo chiesto,aveste chiesto,avessero chiesto,chiederei,chiederesti,chiederebbe,chiederemmo,chiedereste,chiederebbero,avrei chiesto,avresti chiesto,avrebbe chiesto,avremmo chiesto,avreste chiesto,avrebbero chiesto,chiedi,chieda,chiediamo,chiedete,chiedano,demander,
studiare,avere studiato,studiante,studiato,studiando,avendo studiato,studio,studi,studia,studiamo,studiate,studiano,studiavo,studiavi,studiava,studiavamo,studiavate,studiavano,studiai,studiasti,studiò,studiammo,studiaste,studiarono,studierò,studierai,studierà,studieremo,studierete,studieranno,ho studiato,hai studiato,ha studiato,abbiamo studiato,avete studiato,hanno studiato,avevo studiato,avevi studiato,aveva studiato,avevamo studiato,avevate studiato,avevano studiato,ebbi studiato,avesti studiato,ebbe studiato,avemmo studiato,aveste studiato,ebbero studiato,avrò studiato,avrai studiato,avrà studiato,avremo studiato,avrete studiato,avranno studiato,studi,studi,studi,studiamo,studiate,studino,studiassi,studiassi,studiasse,studiassimo,studiaste,studiassero,abbia studiato,abbia studiato,abbia studiato,abbiamo studiato,abbiate studiato,abbiano studiato,avessi studiato,avessi studiato,avesse studiato,avessimo studiato,aveste studiato,avessero studiato,studierei,studieresti,studierebbe,studieremmo,studiereste,studierebbero,avrei studiato,avresti studiato,avrebbe studiato,avremmo studiato,avreste studiato,avrebbero studiato,studia,studi,studiamo,studiate,studino,étudier,
trovare,avere trovato,trovante,trovato,trovando,avendo trovato,trovo,trovi,trova,troviamo,trovate,trovano,trovavo,trovavi,trovava,trovavamo,trovavate,trovavano,trovai,trovasti,trovò,trovammo,trovaste,trovarono,troverò,troverai,troverà,troveremo,troverete,troveranno,ho trovato,hai trovato,ha trovato,abbiamo trovato,avete trovato,hanno trovato,avevo trovato,avevi trovato,aveva trovato,avevamo trovato,avevate trovato,avevano trovato,ebbi trovato,avesti trovato,ebbe trovato,avemmo trovato,aveste trovato,ebbero trovato,avrò trovato,avrai trovato,avrà trovato,avremo trovato,avrete trovato,avranno trovato,trovi,trovi,trovi,troviamo,troviate,trovino,trovassi,trovassi,trovasse,trovassimo,trovaste,trovassero,abbia trovato,abbia trovato,abbia trovato,abbiamo trovato,abbiate trovato,abbiano trovato,avessi trovato,avessi trovato,avesse trovato,avessimo trovato,aveste trovato,avessero trovato,troverei,troveresti,troverebbe,troveremmo,trovereste,troverebbero,avrei trovato,avresti trovato,avrebbe trovato,avremmo trovato,avreste trovato,avrebbero trovato,trova,trovi,troviamo,trovate,trovino,trouver,
preferire,avere preferito,preferente,preferito,preferendo,avendo preferito,preferisco,preferisci,preferisce,preferiamo,preferite,preferiscono,preferivo,preferivi,preferiva,preferivamo,preferivate,preferivano,preferii,preferisti,preferì,preferimmo,preferiste,preferirono,preferirò,preferirai,preferirà,preferiremo,preferirete,preferiranno,ho preferito,hai preferito,ha preferito,abbiamo preferito,avete preferito,hanno preferito,avevo preferito,avevi preferito,aveva preferito,avevamo preferito,avevate preferito,avevano preferito,ebbi preferito,avesti preferito,ebbe preferito,avemmo preferito,aveste preferito,ebbero preferito,avrò preferito,avrai preferito,avrà preferito,avremo preferito,avrete preferito,avranno preferito,preferisca,preferisca,preferisca,preferiamo,preferiate,preferiscano,preferissi,preferissi,preferisse,preferissimo,preferiste,preferissero,abbia preferito,abbia preferito,abbia preferito,abbiamo preferito,abbiate preferito,abbiano preferito,avessi preferito,avessi preferito,avesse preferito,avessimo preferito,aveste preferito,avessero preferito,preferirei,preferiresti,preferirebbe,preferiremmo,preferireste,preferirebbero,avrei preferito,avresti preferito,avrebbe preferito,avremmo preferito,avreste preferito,avrebbero preferito,preferisci,preferisca,preferiamo,preferite,preferiscano,préférer,
lavorare,avere lavorato,lavorante,lavorato,lavorando,avendo lavorato,lavoro,lavori,lavora,lavoriamo,lavorate,lavorano,lavoravo,lavoravi,lavorava,lavoravamo,lavoravate,lavoravano,lavorai,lavorasti,lavorò,lavorammo,lavoraste,lavorarono,lavorerò,lavorerai,lavorerà,lavoreremo,lavorerete,lavoreranno,ho lavorato,hai lavorato,ha lavorato,abbiamo lavorato,avete lavorato,hanno lavorato,avevo lavorato,avevi lavorato,aveva lavorato,avevamo lavorato,avevate lavorato,avevano lavorato,ebbi lavorato,avesti lavorato,ebbe lavorato,avemmo lavorato,aveste lavorato,ebbero lavorato,avrò lavorato,avrai lavorato,avrà lavorato,avremo lavorato,avrete lavorato,avranno lavorato,lavori,lavori,lavori,lavoriamo,lavoriate,lavorino,lavorassi,lavorassi,lavorasse,lavorassimo,lavoraste,lavorassero,abbia lavorato,abbia lavorato,abbia lavorato,abbiamo lavorato,abbiate lavorato,abbiano lavorato,avessi lavorato,avessi lavorato,avesse lavorato,avessimo lavorato,aveste lavorato,avessero lavorato,lavorerei,lavoreresti,lavorerebbe,lavoreremmo,lavorereste,lavorerebbero,avrei lavorato,avresti lavorato,avrebbe lavorato,avremmo lavorato,avreste lavorato,avrebbero lavorato,lavora,lavori,lavoriamo,lavorate,lavorino,travailler,
